15.382055	57.867527
15.374727	57.823123
15.366792	57.778746
15.358224	57.734400
15.349026	57.690087
15.339180	57.645812
15.328643	57.601581
15.317425	57.557394
15.305522	57.513258
15.292930	57.469173
15.279639	57.425146
15.265637	57.381180
15.250925	57.337280
15.235516	57.293447
15.219412	57.249686
15.202618	57.205998
15.185141	57.162388
15.166988	57.118857
15.148168	57.075408
15.128695	57.032043
15.108579	56.988764
15.087832	56.945573
15.066470	56.902470
15.044496	56.859458
15.021917	56.816541
14.998765	56.773714
14.975054	56.730980
14.950805	56.688337
14.926022	56.645788
14.900695	56.603336
14.874876	56.560976
14.848586	56.518704
14.821791	56.476531
14.794541	56.434449
14.766871	56.392453
14.738726	56.350556
14.710188	56.308743
14.681236	56.267021
14.651887	56.225388
14.622171	56.183838
14.592070	56.142377
14.561632	56.100997
14.530830	56.059706
14.499711	56.018491
14.468275	55.977357
14.436569	55.936293
14.404651	55.895285
14.372523	55.854334
14.340263	55.813422
14.307878	55.772546
14.275407	55.731698
14.242888	55.690868
14.210338	55.650052
14.177789	55.609243
14.145267	55.568432
14.112789	55.527617
14.080385	55.486791
14.048069	55.445947
14.015862	55.405083
13.983787	55.364192
13.951859	55.323270
13.920092	55.282314
13.888498	55.241321
13.857095	55.200287
13.825912	55.159204
13.794948	55.118074
13.764213	55.076893
13.733718	55.035659
13.703477	54.994370
13.673506	54.953022
13.643824	54.911611
13.614429	54.870137
13.585327	54.828599
13.556529	54.786997
13.528042	54.745328
13.499875	54.703592
13.472036	54.661786
13.444533	54.619910
13.417376	54.577963
13.390585	54.535940
13.364149	54.493845
13.338074	54.451678
13.312367	54.409438
13.287032	54.367124
13.262076	54.324738
13.237503	54.282277
13.213316	54.239744
13.189524	54.197137
13.166125	54.154457
13.143128	54.111704
13.120532	54.068879
13.098343	54.025983
13.076564	53.983015
13.055197	53.939976
13.034244	53.896868
13.013708	53.853691
12.993590	53.810445
12.973893	53.767133
12.954617	53.723753
12.935765	53.680309
12.917336	53.636801
12.899331	53.593229
12.881753	53.549595
12.864629	53.505897
12.847939	53.462138
12.831675	53.418321
12.815839	53.374447
12.800431	53.330517
12.785450	53.286533
12.770896	53.242495
12.756766	53.198406
12.743058	53.154267
12.729774	53.110079
12.716946	53.065840
12.704567	53.021551
12.692608	52.977219
12.681067	52.932844
12.669941	52.888427
12.659229	52.843970
12.648926	52.799474
12.639062	52.754938
12.629661	52.710362
12.620665	52.665753
12.612070	52.621110
12.603874	52.576436
12.596072	52.531733
12.588709	52.486997
12.581795	52.442232
12.575269	52.397440
12.569125	52.352625
12.563360	52.307786
12.558005	52.262925
12.553112	52.218039
12.548588	52.173134
12.544429	52.128212
12.540630	52.083273
12.537273	52.038317
12.534325	51.993345
12.531727	51.948361
12.529472	51.903365
12.527604	51.858358
12.526182	51.813340
12.525091	51.768314
